"id","description","last_updated"
"1100804","Bread, oat bran, toasted","2020-10-30"
"1100805","Bagel, oat bran","2020-10-30"
"1100806","Roll, oatmeal","2020-10-30"
"1100807","Muffin, English, oat bran","2020-10-30"
"1100808","Muffin, English, oat bran, with raisins","2020-10-30"
"1100809","Bread, multigrain, toasted","2020-10-30"
"1100810","Bread, multigrain","2020-10-30"
"1100811","Bread, multigrain, with raisins","2020-10-30"
"1100812","Bread, multigrain, with raisins, toasted","2020-10-30"
"1100813","Bread, multigrain, reduced calorie and/or high fiber","2020-10-30"
"1100814","Bread, multigrain, reduced calorie and/or high fiber, toasted","2020-10-30"
"1100815","Roll, multigrain","2020-10-30"
"1100816","Roll, multigrain, hot dog bun","2020-10-30"
"1100817","Roll, multigrain, hamburger bun","2020-10-30"
"1100818","Bagel, multigrain","2020-10-30"
"1100819","Bagel, multigrain, with raisins","2020-10-30"
"1100820","Muffin, English, multigrain","2020-10-30"
"1100821","Bread, barley","2020-10-30"
"1100822","Bread, barley, toasted","2020-10-30"
"1100823","Bread, soy","2020-10-30"
"1100824","Bread, soy, toasted","2020-10-30"
"1100825","Bread, sunflower meal","2020-10-30"
"1100826","Bread, sunflower meal, toasted","2020-10-30"
"1100827","Bread, rice","2020-10-30"
"1100828","Bread, rice, toasted","2020-10-30"
"1100829","Injera, Ethiopian bread","2020-10-30"
"1100830","Bread, gluten free","2020-10-30"
"1100831","Bread, gluten free, toasted","2020-10-30"
"1100832","Breadsticks, hard, gluten free","2020-10-30"
"1100833","Roll, gluten free","2020-10-30"
"1100834","Biscuit, NFS","2020-10-30"
"1100835","Crumpet","2020-10-30"
"1100836","Biscuit, from refrigerated dough","2020-10-30"
"1100837","Biscuit, from fast food / restaurant","2020-10-30"
"1100838","Biscuit, home recipe","2020-10-30"
"1100839","Biscuit, wheat","2020-10-30"
"1100840","Biscuit, cheese","2020-10-30"
"1100841","Biscuit with fruit","2020-10-30"
"1100842","Scone","2020-10-30"
"1100843","Scone, with fruit","2020-10-30"
"1100844","Cornbread, prepared from mix","2020-10-30"
"1100845","Cornbread, made from home recipe","2020-10-30"
"1100846","Cornbread stuffing","2020-10-30"
"1100847","Cornbread muffin, stick, round","2020-10-30"
"1100848","Cornbread muffin, stick, round, made from home recipe","2020-10-30"
"1100849","Corn flour patty or tart, fried","2020-10-30"
"1100850","Corn pone, baked","2020-10-30"
"1100851","Corn pone, fried","2020-10-30"
"1100852","Gordita/sope shell, plain, no filling","2020-10-30"
"1100853","Hush puppy","2020-10-30"
"1100854","Johnnycake","2020-10-30"
"1100855","Spoonbread","2020-10-30"
"1100856","Tortilla, NFS","2020-10-30"
"1100857","Tortilla, corn","2020-10-30"
"1100858","Tortilla, flour","2020-10-30"
"1100859","Tortilla, whole wheat","2020-10-30"
"1100860","Taco shell, corn","2020-10-30"
"1100861","Taco shell, flour","2020-10-30"
"1100862","Arepa Dominicana","2020-10-30"
"1100863","Muffin, NFS","2020-10-30"
"1100864","Muffin, fruit ","2020-10-30"
"1100865","Muffin, fruit, low fat","2020-10-30"
"1100866","Muffin, chocolate chip","2020-10-30"
"1100867","Muffin, chocolate","2020-10-30"
"1100868","Muffin, whole wheat","2020-10-30"
"1100869","Muffin, wheat","2020-10-30"
"1100870","Muffin, whole grain","2020-10-30"
"1100871","Muffin, wheat bran","2020-10-30"
"1100872","Muffin, bran with fruit, lowfat","2020-10-30"
"1100873","Muffin, oatmeal","2020-10-30"
"1100874","Muffin, oat bran","2020-10-30"
"1100875","Muffin, plain","2020-10-30"
"1100876","Muffin, cheese","2020-10-30"
"1100877","Muffin, pumpkin","2020-10-30"
"1100878","Muffin, zucchini","2020-10-30"
"1100879","Muffin, carrot","2020-10-30"
"1100880","Popover","2020-10-30"
"1100881","Bread, Boston Brown","2020-10-30"
"1100882","Bread, nut","2020-10-30"
"1100883","Bread, pumpkin","2020-10-30"
"1100884","Bread, fruit","2020-10-30"
"1100885","Bread, zucchini","2020-10-30"
"1100886","Bread, Irish soda","2020-10-30"
"1100887","Cake batter, raw, chocolate","2020-10-30"
"1100888","Cake batter, raw, not chocolate","2020-10-30"
"1100889","Cake or cupcake, NS as to type","2020-10-30"
"1100890","Cake, angel food, without icing or filling","2020-10-30"
"1100891","Cake, angel food, with icing or filling","2020-10-30"
"1100892","Cake, angel food, with fruit and icing or filling","2020-10-30"
"1100893","Cake or cupcake, applesauce, without icing or filling","2020-10-30"
"1100894","Cake or cupcake, applesauce, with icing or filling","2020-10-30"
"1100895","Cake or cupcake, banana, without icing or filling","2020-10-30"
"1100896","Cake or cupcake, banana, with icing or filling","2020-10-30"
"1100897","Cake or cupcake, Black Forest","2020-10-30"
"1100898","Cake, Boston cream pie","2020-10-30"
"1100899","Cake or cupcake, carrot, without icing or filling","2020-10-30"
"1100900","Cake or cupcake, carrot, with icing or filling","2020-10-30"
"1100901","Cake, carrot, diet","2020-10-30"
"1100902","Cake or cupcake, coconut, with icing or filling","2020-10-30"
"1100903","Cheesecake","2020-10-30"
"1100904","Cheesecake with fruit","2020-10-30"
"1100905","Cheesecake, chocolate","2020-10-30"
"1100906","Cake or cupcake, chocolate, devil's food or fudge, with icing or filling","2020-10-30"
"1100907","Cake or cupcake, chocolate, devil's food or fudge, without icing or filling","2020-10-30"
"1100908","Cake or cupcake, German chocolate, with icing or filling","2020-10-30"
"1100909","Cake, chocolate, with icing, diet","2020-10-30"
"1100910","Cake, cream, without icing or topping","2020-10-30"
"1100911","Snack cake, chocolate, with icing or filling","2020-10-30"
"1100912","Snack cake, chocolate, with icing or filling, reduced fat and calories","2020-10-30"
"1100913","Snack cake, not chocolate, with icing or filling","2020-10-30"
"1100914","Snack cake, not chocolate, with icing or filling, reduced fat and calories","2020-10-30"
"1100915","Cake, Dobos Torte","2020-10-30"
"1100916","Cake, fruit cake, light or dark, holiday type cake","2020-10-30"
"1100917","Cake or cupcake, gingerbread","2020-10-30"
"1100918","Ice cream cake","2020-10-30"
"1100919","Cake, jelly roll","2020-10-30"
"1100920","Cake or cupcake, lemon, without icing or filling","2020-10-30"
"1100921","Cake or cupcake, lemon, with icing or filling","2020-10-30"
"1100922","Cake or cupcake, marble, without icing or filling","2020-10-30"
"1100923","Cake or cupcake, marble, with icing or filling","2020-10-30"
"1100924","Cake or cupcake, nut, without icing or filling","2020-10-30"
"1100925","Cake or cupcake, nut, with icing or filling","2020-10-30"
"1100926","Cake or cupcake, oatmeal","2020-10-30"
"1100927","Cake or cupcake, peanut butter","2020-10-30"
"1100928","Cake, pound, without icing or filling","2020-10-30"
"1100929","Cake, pound, with icing or filling","2020-10-30"
"1100930","Cake, pound, chocolate","2020-10-30"
"1100931","Cake, pound, Puerto Rican style","2020-10-30"
"1100932","Cake, pound, reduced fat, cholesterol free","2020-10-30"
"1100933","Cake or cupcake, pumpkin, without icing or filling","2020-10-30"
"1100934","Cake or cupcake, pumpkin, with icing or filling","2020-10-30"
"1100935","Cake or cupcake, raisin-nut","2020-10-30"
"1100936","Cake, Ravani","2020-10-30"
"1100937","Cake, rice flour, without icing or filling","2020-10-30"
"1100938","Cake, Quezadilla, El Salvadorian style","2020-10-30"
"1100939","Cake or cupcake, spice, without icing or filling","2020-10-30"
"1100940","Cake or cupcake, spice, with icing or filling","2020-10-30"
"1100941","Cake, sponge, without icing or filling","2020-10-30"
"1100942","Cake, sponge, with icing or filling","2020-10-30"
"1100943","Cake, sponge, chocolate","2020-10-30"
"1100944","Rum cake, without icing","2020-10-30"
"1100945","Cake, torte","2020-10-30"
"1100946","Cake, tres leche","2020-10-30"
"1100947","Cake, pineapple, upside down","2020-10-30"
"1100948","Cake or cupcake, white, with icing or filling","2020-10-30"
"1100949","Cake or cupcake, white, without icing or filling","2020-10-30"
"1100950","Cake or cupcake, yellow, with icing or filling","2020-10-30"
"1100951","Cake or cupcake, yellow, without icing or filling","2020-10-30"
"1100952","Cake, shortcake, biscuit type, with whipped cream and fruit","2020-10-30"
"1100953","Cake, shortcake, biscuit type, with fruit","2020-10-30"
"1100954","Cake, shortcake, sponge type, with whipped cream and fruit","2020-10-30"
"1100955","Cake, shortcake, sponge type, with fruit","2020-10-30"
"1100956","Cake, shortcake, with whipped topping and fruit, diet","2020-10-30"
"1100957","Cake or cupcake, zucchini","2020-10-30"
"1100958","Cookie, batter or dough, raw","2020-10-30"
"1100959","Cookie, NFS","2020-10-30"
"1100960","Cookie, almond","2020-10-30"
"1100961","Cookie, applesauce","2020-10-30"
"1100962","Cookie, biscotti","2020-10-30"
"1100963","Cookie, brownie, NS as to icing","2020-10-30"
"1100964","Cookie, brownie, without icing","2020-10-30"
"1100965","Cookie, brownie, with icing or filling","2020-10-30"
"1100966","Cookie, brownie, reduced fat, NS as to icing","2020-10-30"
"1100967","Cookie, brownie, fat free, NS as to icing","2020-10-30"
"1100968","Cookie, butterscotch, brownie","2020-10-30"
"1100969","Cookie, bar, with chocolate","2020-10-30"
"1100970","Cookie, chocolate chip","2020-10-30"
"1100971","Cookie, chocolate chip, made from home recipe or purchased at a bakery","2020-10-30"
"1100972","Cookie, chocolate chip, reduced fat","2020-10-30"
"1100973","Cookie, chocolate chip sandwich","2020-10-30"
"1100974","Cookie, chocolate, made with rice cereal","2020-10-30"
"1100975","Cookie, chocolate, made with oatmeal and coconut, no bake","2020-10-30"
"1100976","Cookie, chocolate or fudge","2020-10-30"
"1100977","Cookie, chocolate or fudge, reduced fat","2020-10-30"
"1100978","Cookie, chocolate, with chocolate filling or coating, fat free","2020-10-30"
"1100979","Cookie, marshmallow, chocolate-covered","2020-10-30"
"1100980","Cookie, marshmallow pie, chocolate covered","2020-10-30"
"1100981","Cookie, chocolate, with icing or coating","2020-10-30"
"1100982","Cookie, sugar wafer, chocolate-covered","2020-10-30"
"1100983","Cookie, chocolate sandwich","2020-10-30"
"1100984","Cookie, chocolate sandwich, reduced fat","2020-10-30"
"1100985","Cookie, chocolate, sandwich, with extra filling","2020-10-30"
"1100986","Cookie, chocolate and vanilla sandwich","2020-10-30"
"1100987","Cookie, chocolate wafer","2020-10-30"
"1100988","Cookie, graham cracker with chocolate and marshmallow","2020-10-30"
"1100989","Cookie bar, with chocolate, nuts, and graham crackers","2020-10-30"
"1100990","Cookie, coconut","2020-10-30"
"1100991","Cookie, fruit-filled bar","2020-10-30"
"1100992","Cookie, fruit-filled bar, fat free","2020-10-30"
"1100993","Cookie, fig bar","2020-10-30"
"1100994","Cookie, fig bar, fat free","2020-10-30"
"1100995","Cookie, fortune","2020-10-30"
"1100996","Cookie, cone shell, ice cream type, wafer or cake","2020-10-30"
"1100997","Cookie, gingersnaps","2020-10-30"
"1100998","Cookie, granola","2020-10-30"
"1100999","Cookie, ladyfinger","2020-10-30"
"1101000","Cookie, lemon bar","2020-10-30"
"1101001","Cookie, macaroon","2020-10-30"
"1101002","Cookie, marshmallow, with coconut","2020-10-30"
"1101003","Cookie, marshmallow, with rice cereal, no bake","2020-10-30"
"1101004","Cookie, marshmallow, with rice cereal and chocolate chips","2020-10-30"
"1101005","Cookie, marshmallow and peanut butter, with oat cereal, no bake","2020-10-30"
"1101006","Cookie, meringue","2020-10-30"
"1101007","Cookie, molasses","2020-10-30"
"1101008","Cookie, Lebkuchen","2020-10-30"
"1101009","Cookie, multigrain, high fiber","2020-10-30"
"1101010","Cookie, oatmeal","2020-10-30"
"1101011","Cookie, oatmeal, with raisins","2020-10-30"
"1101012","Cookie, oatmeal, reduced fat, NS as to raisins","2020-10-30"
"1101013","Cookie, oatmeal sandwich, with creme filling","2020-10-30"
"1101014","Cookie, oatmeal, with chocolate chips","2020-10-30"
"1101015","Cookie, oatmeal sandwich, with peanut butter and jelly filling","2020-10-30"
"1101016","Cookie, oatmeal, with chocolate and peanut butter, no bake","2020-10-30"
"1101017","Cookie, peanut butter","2020-10-30"
"1101018","Cookie, peanut butter, with chocolate","2020-10-30"
"1101019","Cookie, peanut butter with rice cereal, no bake","2020-10-30"
"1101020","Cookie, peanut butter sandwich","2020-10-30"
"1101021","Cookie, with peanut butter filling, chocolate-coated","2020-10-30"
"1101022","Cookie, Pfeffernusse","2020-10-30"
"1101023","Cookie, Pizzelle","2020-10-30"
"1101024","Cookie, pumpkin","2020-10-30"
"1101025","Cookie, raisin","2020-10-30"
"1101026","Cookie, raisin sandwich, cream-filled","2020-10-30"
"1101027","Cookie, rum ball, no bake","2020-10-30"
"1101028","Cookie, sandwich-type, not chocolate or vanilla","2020-10-30"
"1101029","Cookie, shortbread","2020-10-30"
"1101030","Cookie, shortbread, reduced fat","2020-10-30"
"1101031","Cookie, shortbread, with icing or filling ","2020-10-30"
"1101032","Pocky","2020-10-30"
"1101033","Cookie, animal","2020-10-30"
"1101034","Cookie, animal, with frosting or icing","2020-10-30"
"1101035","Cookie, butter or sugar ","2020-10-30"
"1101036","Marie biscuit","2020-10-30"
"1101037","Cookie, butter or sugar, with fruit and/or nuts","2020-10-30"
"1101038","Cookie, sugar wafer","2020-10-30"
"1101039","Cookie, toffee bar","2020-10-30"
"1101040","Cookie, vanilla sandwich","2020-10-30"
"1101041","Cookie, vanilla sandwich, extra filling","2020-10-30"
"1101042","Cookie, vanilla sandwich, reduced fat","2020-10-30"
"1101043","Cookie, butter or sugar, with chocolate icing or filling","2020-10-30"
"1101044","Cookie, butter or sugar, with icing or filling other than chocolate","2020-10-30"
"1101045","Cookie, tea, Japanese","2020-10-30"
"1101046","Cookie, vanilla wafer","2020-10-30"
"1101047","Cookie, vanilla wafer, reduced fat","2020-10-30"
"1101048","Cookie, vanilla with caramel, coconut, and chocolate coating","2020-10-30"
"1101049","Cookie, rugelach","2020-10-30"
"1101050","Cookie, chocolate chip, sugar free","2020-10-30"
"1101051","Cookie, oatmeal, sugar free","2020-10-30"
"1101052","Cookie, sandwich, sugar free","2020-10-30"
"1101053","Cookie, sugar or plain, sugar free","2020-10-30"
"1101054","Cookie, sugar wafer, sugar free","2020-10-30"
"1101055","Cookie, peanut butter, sugar free","2020-10-30"
"1101056","Cookie, gluten free","2020-10-30"
"1101057","Cookies, Puerto Rican style","2020-10-30"
"1101058","Pie, NFS","2020-10-30"
"1101059","Pie, individual size or tart, NFS","2020-10-30"
"1101060","Pie, fried, NFS","2020-10-30"
"1101061","Pie, apple, two crust","2020-10-30"
"1101062","Pie, apple, individual size or tart","2020-10-30"
"1101063","Pie, apple, fried pie","2020-10-30"
"1101064","Pie, apple, one crust","2020-10-30"
"1101065","Pie, apricot, two crust","2020-10-30"
"1101066","Pie, apricot, individual size or tart","2020-10-30"
"1101067","Pie, apricot, fried pie","2020-10-30"
"1101068","Pie, blackberry, two crust","2020-10-30"
"1101069","Pie, blackberry, individual size or tart","2020-10-30"
"1101070","Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust","2020-10-30"
"1101071","Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust","2020-10-30"
"1101072","Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart","2020-10-30"
"1101073","Pie, blueberry, two crust","2020-10-30"
"1101074","Pie, blueberry, individual size or tart","2020-10-30"
"1101075","Pie, cherry, two crust","2020-10-30"
"1101076","Pie, cherry, one crust","2020-10-30"
"1101077","Pie, cherry, individual size or tart","2020-10-30"
"1101078","Pie, cherry, fried pie","2020-10-30"
"1101079","Pie, lemon, not cream or meringue","2020-10-30"
"1101080","Pie, lemon, not cream or meringue, individual size or tart","2020-10-30"
"1101081","Pie, lemon, fried pie","2020-10-30"
"1101082","Pie, mince, two crust","2020-10-30"
"1101083","Pie, peach, two crust","2020-10-30"
"1101084","Pie, peach, one crust","2020-10-30"
"1101085","Pie, peach, individual size or tart","2020-10-30"
"1101086","Pie, peach, fried pie","2020-10-30"
"1101087","Pie, pear, two crust","2020-10-30"
"1101088","Pie, pear, individual size or tart","2020-10-30"
"1101089","Pie, pineapple, two crust","2020-10-30"
"1101090","Pie, pineapple, individual size or tart","2020-10-30"
"1101091","Pie, raisin, two crust","2020-10-30"
"1101092","Pie, raisin, individual size or tart","2020-10-30"
"1101093","Pie, raspberry, one crust","2020-10-30"
"1101094","Pie, raspberry, two crust","2020-10-30"
"1101095","Pie, rhubarb, two crust","2020-10-30"
"1101096","Pie, strawberry, one crust","2020-10-30"
"1101097","Pie, strawberry-rhubarb, two crust","2020-10-30"
"1101098","Pie, strawberry, individual size or tart","2020-10-30"
"1101099","Pie, apple-sour cream","2020-10-30"
"1101100","Pie, cherry, made with cream cheese and sour cream","2020-10-30"
"1101101","Pie, banana cream","2020-10-30"
"1101102","Pie, banana cream, individual size or tart","2020-10-30"
"1101103","Pie, buttermilk","2020-10-30"
"1101104","Pie, chess","2020-10-30"
"1101105","Pie, chocolate cream","2020-10-30"
"1101106","Pie, chocolate cream, individual size or tart","2020-10-30"
"1101107","Pie, coconut cream","2020-10-30"
"1101108","Pie, coconut cream, individual size or tart","2020-10-30"
"1101109","Pie, custard","2020-10-30"
"1101110","Pie, custard, individual size or tart","2020-10-30"
"1101111","Mixed fruit tart filled with custard or cream cheese","2020-10-30"
"1101112","Dessert pizza","2020-10-30"
"1101113","Pie, lemon cream","2020-10-30"
"1101114","Pie, lemon cream, individual size or tart","2020-10-30"
"1101115","Pie, peanut butter cream","2020-10-30"
"1101116","Pie, pineapple cream","2020-10-30"
"1101117","Pie, pumpkin","2020-10-30"
"1101118","Pie, pumpkin, individual size or tart","2020-10-30"
"1101119","Pie, sour cream, raisin","2020-10-30"
"1101120","Pie, squash","2020-10-30"
"1101121","Pie, strawberry cream","2020-10-30"
"1101122","Pie, strawberry cream, individual size or tart","2020-10-30"
"1101123","Pie, sweet potato","2020-10-30"
"1101124","Pie, vanilla cream","2020-10-30"
"1101125","Pie, chiffon, not chocolate","2020-10-30"
"1101126","Pie, chiffon, chocolate","2020-10-30"
"1101127","Pie, black bottom","2020-10-30"
"1101128","Pie, lemon meringue","2020-10-30"
"1101129","Pie, lemon meringue, individual size or tart","2020-10-30"
"1101130","Pie, chocolate-marshmallow","2020-10-30"
"1101131","Pie, pecan","2020-10-30"
"1101132","Pie, pecan, individual size or tart","2020-10-30"
"1101133","Pie, oatmeal","2020-10-30"
"1101134","Pie, pudding, flavors other than chocolate","2020-10-30"
"1101135","Pie, Toll house chocolate chip","2020-10-30"
"1101136","Pie, shoo-fly","2020-10-30"
"1101137","Pie, tofu with fruit","2020-10-30"
"1101138","Pie shell","2020-10-30"
"1101139","Pie shell, graham cracker","2020-10-30"
"1101140","Pie shell, chocolate wafer","2020-10-30"
"1101141","Vanilla wafer dessert base","2020-10-30"
"1101142","Blintz, cheese-filled","2020-10-30"
"1101143","Blintz, fruit-filled","2020-10-30"
"1101144","Cobbler, apple","2020-10-30"
"1101145","Cobbler, apricot","2020-10-30"
"1101146","Cobbler, berry","2020-10-30"
"1101147","Cobbler, cherry","2020-10-30"
"1101148","Cobbler, peach","2020-10-30"
"1101149","Cobbler, pear","2020-10-30"
"1101150","Cobbler, plum","2020-10-30"
"1101151","Cobbler, rhubarb","2020-10-30"
"1101152","Crisp, apple, apple dessert","2020-10-30"
"1101153","Fritter, apple","2020-10-30"
"1101154","Fritter, banana","2020-10-30"
"1101155","Fritter, berry","2020-10-30"
"1101156","Crisp, blueberry","2020-10-30"
"1101157","Crisp, cherry","2020-10-30"
"1101158","Crisp, peach","2020-10-30"
"1101159","Cream puff, eclair, custard or cream filled, NS as to icing","2020-10-30"
"1101160","Cream puff, eclair, custard or cream filled, not iced","2020-10-30"
"1101161","Cream puff, eclair, custard or cream filled, iced","2020-10-30"
"1101162","Cream puff, eclair, custard or cream filled, iced, reduced fat","2020-10-30"
"1101163","Cream puff, no filling or icing","2020-10-30"
"1101164","Air filled fritter or fried puff, without syrup, Puerto Rican style","2020-10-30"
"1101165","Wheat flour fritter, without syrup","2020-10-30"
"1101166","Sopaipilla, without syrup or honey","2020-10-30"
"1101167","Sopaipilla with syrup or honey","2020-10-30"
"1101168","Crepe, NS as to filling","2020-10-30"
"1101169","Crepe, chocolate filled","2020-10-30"
"1101170","Crepe, fruit filled","2020-10-30"
"1101171","Tamale, sweet","2020-10-30"
"1101172","Tamale, sweet, with fruit","2020-10-30"
"1101173","Strudel, apple","2020-10-30"
"1101174","Strudel, berry","2020-10-30"
"1101175","Strudel, cherry","2020-10-30"
"1101176","Strudel, cheese","2020-10-30"
"1101177","Strudel, peach","2020-10-30"
"1101178","Strudel, cheese and fruit","2020-10-30"
"1101179","Baklava","2020-10-30"
"1101180","Basbousa","2020-10-30"
"1101181","Turnover or dumpling, apple","2020-10-30"
"1101182","Turnover or dumpling, berry","2020-10-30"
"1101183","Turnover or dumpling, cherry","2020-10-30"
"1101184","Turnover or dumpling, lemon","2020-10-30"
"1101185","Turnover or dumpling, peach","2020-10-30"
"1101186","Turnover, guava","2020-10-30"
"1101187","Turnover, pumpkin","2020-10-30"
"1101188","Pastry, fruit-filled","2020-10-30"
"1101189","Pastry, made with bean or lotus seed paste filling, baked","2020-10-30"
"1101190","Pastry, made with bean paste and salted egg yolk filling, baked","2020-10-30"
"1101191","Pastry, Chinese, made with rice flour","2020-10-30"
"1101192","Pastry, cookie type, fried","2020-10-30"
"1101193","Pastry, Italian, with cheese","2020-10-30"
"1101194","Pastry, puff","2020-10-30"
"1101195","Pastry, puff, custard or cream filled, iced or not iced","2020-10-30"
"1101196","Cheese pastry puffs","2020-10-30"
"1101197","Pastry, mainly flour and water, fried","2020-10-30"
"1101198","Empanada, Mexican turnover, fruit-filled","2020-10-30"
"1101199","Empanada,  Mexican turnover, pumpkin","2020-10-30"
"1101200","Breakfast pastry, NFS","2020-10-30"
"1101201","Danish pastry, plain or spice","2020-10-30"
"1101202","Danish pastry, with fruit","2020-10-30"
"1101203","Danish pastry, with cheese","2020-10-30"
"1101204","Doughnut, NFS","2020-10-30"
"1101205","Doughnut, cake type, plain","2020-10-30"
"1101206","Doughnut, chocolate","2020-10-30"
"1101207","Doughnut, cake type, powdered sugar","2020-10-30"
"1101208","Doughnut, cake type, with icing","2020-10-30"
"1101209","Doughnut, cake type, chocolate icing","2020-10-30"
"1101210","Doughnut, chocolate, with chocolate icing","2020-10-30"
"1101211","Doughnut holes","2020-10-30"
"1101212","Churros","2020-10-30"
"1101213","Beignet","2020-10-30"
"1101214","Doughnut, yeast type","2020-10-30"
"1101215","Doughnut, yeast type, with chocolate icing","2020-10-30"
"1101216","Doughnut, jelly","2020-10-30"
"1101217","Doughnut, custard-filled","2020-10-30"
"1101218","Doughnut, custard-filled, with icing","2020-10-30"
"1101219","Breakfast tart","2020-10-30"
"1101220","Breakfast tart, lowfat","2020-10-30"
"1101221","Coffee cake, crumb or quick-bread type","2020-10-30"
"1101222","Coffee cake, crumb or quick-bread type, with fruit","2020-10-30"
"1101223","Coffee cake, crumb or quick-bread type, cheese-filled","2020-10-30"
"1101224","Cereal or granola bar (General Mills Fiber One Chewy Bar)","2020-10-30"
"1101225","Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)","2020-10-30"
"1101226","Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)","2020-10-30"
"1101227","Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)","2020-10-30"
"1101228","Milk 'n Cereal bar","2020-10-30"
"1101229","Cereal or granola bar (Kellogg's Special K bar)","2020-10-30"
"1101230","Cereal or granola bar (Kashi Chewy)","2020-10-30"
"1101231","Cereal or granola bar (Kashi Crunchy)","2020-10-30"
"1101232","Cereal or granola bar (KIND Fruit and Nut Bar)","2020-10-30"
"1101233","Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)","2020-10-30"
"1101234","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)","2020-10-30"
"1101235","Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)","2020-10-30"
"1101236","Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)","2020-10-30"
"1101237","Cereal or granola bar (Quaker Chewy Granola Bar)","2020-10-30"
"1101238","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)","2020-10-30"
"1101239","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)","2020-10-30"
"1101240","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)","2020-10-30"
"1101241","Cereal or granola bar (Quaker Granola Bites)","2020-10-30"
"1101242","Snack bar, oatmeal","2020-10-30"
"1101243","Cereal or Granola bar, NFS","2020-10-30"
"1101244","Cereal or granola bar, lowfat, NFS","2020-10-30"
"1101245","Cereal or granola bar, nonfat","2020-10-30"
"1101246","Cereal or granola bar, reduced sugar, NFS","2020-10-30"
"1101247","Cereal or granola bar, fruit and nut","2020-10-30"
"1101248","Cereal or granola bar, peanuts , oats, sugar, wheat germ","2020-10-30"
"1101249","Cereal or granola bar, chocolate coated, NFS","2020-10-30"
"1101250","Cereal or granola bar, with coconut, chocolate coated","2020-10-30"
"1101251","Cereal or granola bar with nuts, chocolate coated","2020-10-30"
"1101252","Cereal or granola bar, oats, nuts, coated with non-chocolate coating","2020-10-30"
"1101253","Cereal or granola bar, coated with non-chocolate coating","2020-10-30"
"1101254","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating","2020-10-30"
"1101255","Cereal or granola bar, with rice cereal","2020-10-30"
"1101256","Breakfast bar, NFS","2020-10-30"
"1101257","Breakfast bar, date, with yogurt coating","2020-10-30"
"1101258","Breakfast bar, cereal crust with fruit filling, lowfat","2020-10-30"
"1101259","Nutrition bar (Balance Original Bar)","2020-10-30"
"1101260","Nutrition bar (Clif Bar)","2020-10-30"
"1101261","Nutrition bar (Clif Kids Organic Zbar)","2020-10-30"
"1101262","Nutrition bar (PowerBar)","2020-10-30"
"1101263","Nutrition bar (Slim Fast Original Meal Bar)","2020-10-30"
"1101264","Nutrition bar (Snickers Marathon Protein Bar)","2020-10-30"
"1101265","Nutrition bar (South Beach Living Meal Bar)","2020-10-30"
"1101266","Nutrition bar (South Beach Living High Protein Bar)","2020-10-30"
"1101267","Nutrition bar (Tiger's Milk)","2020-10-30"
"1101268","Nutrition bar (Zone Perfect Classic Crunch)","2020-10-30"
"1101269","Nutrition bar or meal replacement bar, NFS","2020-10-30"
"1101270","Cereal bar with fruit filling, baby food","2020-10-30"
"1101271","Cookie, fruit, baby food","2020-10-30"
"1101272","Cookie, baby food","2020-10-30"
"1101273","Cookie, teething, baby","2020-10-30"
"1101274","Cookie, rice, baby","2020-10-30"
"1101275","Crackers, NFS","2020-10-30"
"1101276","Graham crackers","2020-10-30"
"1101277","Graham crackers (Teddy Grahams)","2020-10-30"
"1101278","Graham crackers, chocolate covered","2020-10-30"
"1101279","Crackers, oatmeal","2020-10-30"
"1101280","Crackers, Cuban","2020-10-30"
"1101281","Graham crackers, reduced fat","2020-10-30"
"1101282","Graham crackers, sandwich, with filling","2020-10-30"
"1101283","Crackers, breakfast biscuit","2020-10-30"
"1101284","Crackers, butter, reduced sodium","2020-10-30"
"1101285","Crackers, matzo, reduced sodium","2020-10-30"
"1101286","Crackers, saltine, reduced sodium","2020-10-30"
"1101287","Crackers, wheat, reduced sodium","2020-10-30"
"1101288","Crackers, woven wheat, reduced sodium","2020-10-30"
"1101289","Crackers, butter, plain","2020-10-30"
"1101290","Crackers, butter, flavored","2020-10-30"
"1101291","Crackers, butter (Ritz)","2020-10-30"
"1101292","Crackers, butter, reduced fat","2020-10-30"
"1101293","Crackers, cheese","2020-10-30"
"1101294","Crackers, cheese (Cheez-It)","2020-10-30"
"1101295","Crackers, cheese (Goldfish)","2020-10-30"
"1101296","Crackers, cheese, reduced fat","2020-10-30"
"1101297","Crackers, cheese, reduced sodium","2020-10-30"
"1101298","Crackers, cheese, whole grain","2020-10-30"
