"id","description","last_updated"
"1103281","Tomatoes, canned, reduced sodium, cooked","2020-10-30"
"1103282","Fried green tomatoes","2020-10-30"
"1103283","Tomato, green, pickled","2020-10-30"
"1103284","Sun-dried tomatoes","2020-10-30"
"1103285","Tomato juice, 100%","2020-10-30"
"1103286","Tomato juice, 100%, low sodium","2020-10-30"
"1103287","Tomato juice cocktail","2020-10-30"
"1103288","Tomato and vegetable juice, 100%","2020-10-30"
"1103289","Tomato and vegetable juice, 100%, low sodium","2020-10-30"
"1103290","Ketchup","2020-10-30"
"1103291","Ketchup, reduced sodium","2020-10-30"
"1103292","Tomato chili sauce","2020-10-30"
"1103293","Salsa, NFS","2020-10-30"
"1103294","Salsa, pico de gallo","2020-10-30"
"1103295","Salsa, red, commercially-prepared","2020-10-30"
"1103296","Salsa, red, homemade","2020-10-30"
"1103297","Taco sauce","2020-10-30"
"1103298","Enchilada sauce, red","2020-10-30"
"1103299","Enchilada sauce, green","2020-10-30"
"1103300","Salsa verde or salsa, green","2020-10-30"
"1103301","Hot Thai sauce","2020-10-30"
"1103302","Spaghetti sauce","2020-10-30"
"1103303","Spaghetti sauce with added vegetables","2020-10-30"
"1103304","Spaghetti sauce, reduced sodium","2020-10-30"
"1103305","Spaghetti sauce, fat free","2020-10-30"
"1103306","Vodka sauce with tomatoes and cream","2020-10-30"
"1103307","Barbecue sauce","2020-10-30"
"1103308","Buffalo sauce","2020-10-30"
"1103309","Steak sauce","2020-10-30"
"1103310","Cocktail sauce","2020-10-30"
"1103311","Puerto Rican seasoning with ham","2020-10-30"
"1103312","Puerto Rican seasoning with ham and tomato sauce","2020-10-30"
"1103313","Puerto Rican seasoning without ham and tomato sauce","2020-10-30"
"1103314","Tomato aspic","2020-10-30"
"1103315","Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar","2020-10-30"
"1103316","Tomato soup, NFS","2020-10-30"
"1103317","Tomato soup, cream of, prepared with milk","2020-10-30"
"1103318","Tomato soup, prepared with water, or ready-to-serve","2020-10-30"
"1103319","Tomato soup, instant type, prepared with water","2020-10-30"
"1103320","Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve","2020-10-30"
"1103321","Tomato soup, canned, reduced sodium, prepared with milk","2020-10-30"
"1103322","Tomato beef soup, prepared with water","2020-10-30"
"1103323","Tomato beef noodle soup, prepared with water","2020-10-30"
"1103324","Tomato beef rice soup, prepared with water","2020-10-30"
"1103325","Tomato noodle soup, canned, prepared with water or ready-to-serve","2020-10-30"
"1103326","Tomato noodle soup, canned, prepared with milk","2020-10-30"
"1103327","Tomato rice soup, prepared with water","2020-10-30"
"1103328","Tomato vegetable soup, prepared with water","2020-10-30"
"1103329","Tomato vegetable soup with noodles, prepared with water","2020-10-30"
"1103330","Tomato sandwich","2020-10-30"
"1103331","Raw vegetable, NFS","2020-10-30"
"1103332","Sprouts, NFS","2020-10-30"
"1103333","Alfalfa sprouts, raw","2020-10-30"
"1103334","Artichoke, raw","2020-10-30"
"1103335","Asparagus, raw","2020-10-30"
"1103336","Bean sprouts, raw","2020-10-30"
"1103337","Green beans, raw","2020-10-30"
"1103338","Beets, raw","2020-10-30"
"1103339","Broccoflower, raw","2020-10-30"
"1103340","Brussels sprouts, raw","2020-10-30"
"1103341","Cabbage, green, raw","2020-10-30"
"1103342","Cabbage, Chinese, raw","2020-10-30"
"1103343","Cabbage, red, raw","2020-10-30"
"1103344","Cactus, raw","2020-10-30"
"1103345","Cauliflower, raw","2020-10-30"
"1103346","Celery, raw","2020-10-30"
"1103347","Fennel bulb, raw","2020-10-30"
"1103348","Basil, raw","2020-10-30"
"1103349","Chives, raw","2020-10-30"
"1103350","Cilantro, raw","2020-10-30"
"1103351","Corn, raw","2020-10-30"
"1103352","Cucumber, raw","2020-10-30"
"1103353","Eggplant, raw","2020-10-30"
"1103354","Garlic, raw","2020-10-30"
"1103355","Jicama, raw","2020-10-30"
"1103356","Kohlrabi, raw","2020-10-30"
"1103357","Leek, raw","2020-10-30"
"1103358","Lettuce, raw","2020-10-30"
"1103359","Lettuce, Boston, raw","2020-10-30"
"1103360","Lettuce, arugula, raw","2020-10-30"
"1103361","Mixed salad greens, raw","2020-10-30"
"1103362","Mushrooms, raw","2020-10-30"
"1103363","Onions, green, raw","2020-10-30"
"1103364","Onions, raw","2020-10-30"
"1103365","Parsley, raw","2020-10-30"
"1103366","Green peas, raw","2020-10-30"
"1103367","Pepper, hot chili, raw","2020-10-30"
"1103368","Pepper, poblano, raw","2020-10-30"
"1103369","Pepper, Serrano, raw","2020-10-30"
"1103370","Pepper, raw, NFS","2020-10-30"
"1103371","Pepper, sweet, green, raw","2020-10-30"
"1103372","Pepper, sweet, red, raw","2020-10-30"
"1103373","Pepper, banana, raw","2020-10-30"
"1103374","Radish, raw","2020-10-30"
"1103375","Rutabaga, raw","2020-10-30"
"1103376","Seaweed, raw","2020-10-30"
"1103377","Snowpeas, raw","2020-10-30"
"1103378","Summer squash, yellow, raw","2020-10-30"
"1103379","Summer squash, green, raw","2020-10-30"
"1103380","Turnip, raw","2020-10-30"
"1103381","Mixed vegetable juice","2020-10-30"
"1103382","Celery juice","2020-10-30"
"1103383","Broccoli salad with cauliflower, cheese, bacon bits, and dressing","2020-10-30"
"1103384","Broccoli slaw salad ","2020-10-30"
"1103385","Cabbage salad or coleslaw, from fast food / restaurant","2020-10-30"
"1103386","Cabbage salad or coleslaw, made with coleslaw dressing","2020-10-30"
"1103387","Cabbage salad or coleslaw, made with light coleslaw dressing","2020-10-30"
"1103388","Cabbage salad or coleslaw, made with Italian dressing","2020-10-30"
"1103389","Cabbage salad or coleslaw, made with light Italian dressing","2020-10-30"
"1103390","Cabbage salad or coleslaw, made with creamy dressing","2020-10-30"
"1103391","Cabbage salad or coleslaw, made with light creamy dressing","2020-10-30"
"1103392","Cabbage salad or coleslaw, made with any type of fat free dressing","2020-10-30"
"1103393","Cabbage salad or coleslaw with apples and/or raisins, with dressing","2020-10-30"
"1103394","Cabbage salad or coleslaw with pineapple, with dressing","2020-10-30"
"1103395","Cucumber and vegetable namasu","2020-10-30"
"1103396","Cucumber salad, made with sour cream dressing","2020-10-30"
"1103397","Cucumber salad, made with Italian dressing","2020-10-30"
"1103398","Cucumber salad made with cucumber and vinegar","2020-10-30"
"1103399","Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing","2020-10-30"
"1103400","Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing","2020-10-30"
"1103401","Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing","2020-10-30"
"1103402","Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing","2020-10-30"
"1103403","Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing","2020-10-30"
"1103404","Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing","2020-10-30"
"1103405","Lettuce, wilted, with bacon dressing","2020-10-30"
"1103406","Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon","2020-10-30"
"1103407","Greek Salad, no dressing","2020-10-30"
"1103408","Spinach salad, no dressing","2020-10-30"
"1103409","Cobb salad, no dressing","2020-10-30"
"1103410","Aloe vera juice drink","2020-10-30"
"1103411","Artichoke, fresh, cooked, no added fat","2020-10-30"
"1103412","Artichoke, frozen, cooked, no added fat","2020-10-30"
"1103413","Artichoke, canned, cooked, no added fat","2020-10-30"
"1103414","Artichokes, NS as to form, cooked","2020-10-30"
"1103415","Artichoke, fresh, cooked, fat added","2020-10-30"
"1103416","Artichoke, frozen, cooked, fat added","2020-10-30"
"1103417","Artichoke, canned, cooked, fat added","2020-10-30"
"1103418","Asparagus, fresh, cooked, no added fat","2020-10-30"
"1103419","Asparagus, frozen, cooked, no added fat","2020-10-30"
"1103420","Asparagus, canned, cooked, no added fat","2020-10-30"
"1103421","Asparagus, NS as to form, cooked","2020-10-30"
"1103422","Asparagus, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103423","Asparagus, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103424","Asparagus, canned, cooked, fat added, NS as to fat type","2020-10-30"
"1103425","Asparagus, fresh, cooked with oil","2020-10-30"
"1103426","Asparagus, fresh, cooked with butter or margarine","2020-10-30"
"1103427","Asparagus, frozen, cooked with oil","2020-10-30"
"1103428","Asparagus, frozen, cooked with butter or margarine","2020-10-30"
"1103429","Asparagus, canned, cooked with oil","2020-10-30"
"1103430","Asparagus, canned, cooked with butter or margarine","2020-10-30"
"1103431","Bamboo shoots, cooked","2020-10-30"
"1103432","Lima beans, from frozen, no added fat","2020-10-30"
"1103433","Lima beans, from frozen, fat added","2020-10-30"
"1103434","Lima beans, from canned","2020-10-30"
"1103435","Green beans, cooked, from restaurant","2020-10-30"
"1103436","Green beans, fresh, cooked, no added fat","2020-10-30"
"1103437","Green beans, frozen, cooked, no added fat","2020-10-30"
"1103438","Green beans, canned, cooked, no added fat","2020-10-30"
"1103439","Green beans, NS as to form, cooked","2020-10-30"
"1103440","Green beans, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103441","Green beans, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103442","Green beans, canned, cooked, fat added, NS as to fat type","2020-10-30"
"1103443","Green beans, fresh, cooked with oil","2020-10-30"
"1103444","Green beans, fresh, cooked with butter or margarine","2020-10-30"
"1103445","Green beans, frozen, cooked with oil","2020-10-30"
"1103446","Green beans, frozen, cooked with butter or margarine","2020-10-30"
"1103447","Green beans, canned, cooked with oil","2020-10-30"
"1103448","Green beans, canned, cooked with butter or margarine","2020-10-30"
"1103449","Green beans, canned, reduced sodium, cooked, no added fat","2020-10-30"
"1103450","Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type","2020-10-30"
"1103451","Green beans, canned, reduced sodium, cooked with oil","2020-10-30"
"1103452","Green beans, canned, reduced sodium, cooked with butter or margarine","2020-10-30"
"1103453","Fried green beans","2020-10-30"
"1103454","Yellow string beans, cooked","2020-10-30"
"1103455","Bean sprouts, cooked","2020-10-30"
"1103456","Beets, fresh, cooked, no added fat","2020-10-30"
"1103457","Beets, canned, cooked, no added fat","2020-10-30"
"1103458","Beets, NS as to form, cooked","2020-10-30"
"1103459","Beets, fresh, cooked, fat added","2020-10-30"
"1103460","Beets, canned, cooked, fat added","2020-10-30"
"1103461","Beets, canned, reduced sodium, cooked","2020-10-30"
"1103462","Bitter melon, cooked","2020-10-30"
"1103463","Breadfruit, cooked","2020-10-30"
"1103464","Broccoflower, cooked","2020-10-30"
"1103465","Brussels sprouts, fresh, cooked, no added fat","2020-10-30"
"1103466","Brussels sprouts, frozen, cooked, no added fat","2020-10-30"
"1103467","Brussels sprouts, NS as to form, cooked","2020-10-30"
"1103468","Brussels sprouts, fresh, cooked, fat added","2020-10-30"
"1103469","Brussels sprouts, frozen, cooked, fat added","2020-10-30"
"1103470","Burdock, cooked","2020-10-30"
"1103471","Cabbage, Chinese, cooked, no added fat","2020-10-30"
"1103472","Cabbage, Chinese, cooked, fat added","2020-10-30"
"1103473","Cabbage, green, cooked, no added fat","2020-10-30"
"1103474","Cabbage, green, cooked, fat added, NS as to fat type","2020-10-30"
"1103475","Cabbage, green, cooked with oil","2020-10-30"
"1103476","Cabbage, green, cooked with butter or margarine","2020-10-30"
"1103477","Cabbage, red, cooked","2020-10-30"
"1103478","Cabbage, savoy, cooked","2020-10-30"
"1103479","Cactus, cooked, no added fat","2020-10-30"
"1103480","Cactus, cooked, fat added","2020-10-30"
"1103481","Cauliflower, fresh, cooked, no added fat","2020-10-30"
"1103482","Cauliflower, frozen, cooked, no added fat","2020-10-30"
"1103483","Cauliflower, NS as to form, cooked","2020-10-30"
"1103484","Cauliflower, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103485","Cauliflower, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103486","Cauliflower, fresh, cooked with oil","2020-10-30"
"1103487","Cauliflower, fresh, cooked with butter or margarine","2020-10-30"
"1103488","Cauliflower, frozen, cooked with oil","2020-10-30"
"1103489","Cauliflower, frozen, cooked with butter or margarine","2020-10-30"
"1103490","Celery, cooked","2020-10-30"
"1103491","Fennel bulb, cooked","2020-10-30"
"1103492","Christophine, cooked","2020-10-30"
"1103493","Corn, cooked, from restaurant","2020-10-30"
"1103494","Corn, fresh, cooked, no added fat","2020-10-30"
"1103495","Corn, frozen, cooked, no added fat","2020-10-30"
"1103496","Corn, canned, cooked, no added fat","2020-10-30"
"1103497","Corn, NS as to form, cooked","2020-10-30"
"1103498","Corn, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103499","Corn, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103500","Corn, canned, cooked, fat added, NS as to fat type","2020-10-30"
"1103501","Corn, fresh, cooked with oil","2020-10-30"
"1103502","Corn, fresh, cooked with butter or margarine","2020-10-30"
"1103503","Corn, frozen, cooked with oil","2020-10-30"
"1103504","Corn, frozen, cooked with butter or margarine","2020-10-30"
"1103505","Corn, canned, cooked with oil","2020-10-30"
"1103506","Corn, canned, cooked with butter or margarine","2020-10-30"
"1103507","Corn, creamed","2020-10-30"
"1103508","Corn, canned, reduced sodium, cooked, no added fat","2020-10-30"
"1103509","Corn, canned, reduced sodium, cooked, fat added, NS as to fat type","2020-10-30"
"1103510","Corn, canned, reduced sodium, cooked with oil","2020-10-30"
"1103511","Corn, canned, reduced sodium, cooked with butter or margarine","2020-10-30"
"1103512","Cucumber, cooked","2020-10-30"
"1103513","Eggplant, cooked, no added fat","2020-10-30"
"1103514","Eggplant, cooked, fat added","2020-10-30"
"1103515","Flowers or blossoms of sesbania, squash, or lily, cooked","2020-10-30"
"1103516","Garlic, cooked","2020-10-30"
"1103517","Hominy, cooked","2020-10-30"
"1103518","Kohlrabi, cooked","2020-10-30"
"1103519","Leek, cooked","2020-10-30"
"1103520","Lotus root, cooked","2020-10-30"
"1103521","Mushrooms, fresh, cooked, no added fat","2020-10-30"
"1103522","Mushrooms, NS as to form, cooked","2020-10-30"
"1103523","Mushrooms, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103524","Mushrooms, canned, cooked","2020-10-30"
"1103525","Mushrooms, fresh, cooked with oil","2020-10-30"
"1103526","Mushrooms, fresh, cooked with butter or margarine","2020-10-30"
"1103527","Mushroom, Asian, cooked, from dried","2020-10-30"
"1103528","Okra, fresh, cooked, no added fat","2020-10-30"
"1103529","Okra, frozen, cooked, no added fat","2020-10-30"
"1103530","Okra, NS as to form, cooked","2020-10-30"
"1103531","Okra, fresh, cooked, fat added","2020-10-30"
"1103532","Okra, frozen, cooked, fat added","2020-10-30"
"1103533","Lettuce, cooked","2020-10-30"
"1103534","Luffa, cooked","2020-10-30"
"1103535","Onions, cooked, no added fat","2020-10-30"
"1103536","Onions, cooked, fat added","2020-10-30"
"1103537","Onions, pearl, cooked","2020-10-30"
"1103538","Onions, green, cooked","2020-10-30"
"1103539","Palm hearts, cooked","2020-10-30"
"1103540","Parsnips, cooked","2020-10-30"
